n,c,P,parameter_path,category,available,m,explicit_tail_upper,hybrid_tail_upper,lambda_ref,u_ref,finite_lower,finite_upper,explicit_lower,explicit_upper,explicit_width,explicit_contains_reference,hybrid_lower,hybrid_upper,hybrid_width,hybrid_contains_reference,ordinary_observed_finite_Ritz_error
0,80,73,fixed continuous c,edge,True,20,0.1877575380259384,0.15503661924730744,0.9999999618456109,4.36206626375224e-12,-32.086295985551416,34.105221129087866,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.00946260992261394
0,80,73,fixed continuous c,knee,True,25,0.1877575380259384,0.15503661924730744,0.47706684115542153,8.748557434046234e-13,-32.66292382270711,33.528593291932175,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.04423210654289045
0,80,73,fixed continuous c,tail,True,28,0.1877575380259384,0.15503661924730744,8.057958140599884e-05,1.1102230246251565e-13,-33.09320528902799,33.09831182561129,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.0024726887102428188
0,80,89,fixed continuous c,deep,True,0,0.14661087844688106,0.13131423372374368,1.000000000000024,6.59472476627343e-13,-26.214850096792937,42.449832887559175,0.0,1.0,1.0,False,0.0,1.0,1.0,False,7.117491395383097
0,80,89,fixed continuous c,edge,True,20,0.14661087844688106,0.13131423372374368,0.9999999618456109,4.36206626375224e-12,-33.32287829122768,35.34180469312443,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.009463239102765253
0,80,89,fixed continuous c,knee,True,25,0.14661087844688106,0.13131423372374368,0.47706684115542153,8.748557434046234e-13,-33.89070962164053,34.77397336271158,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.03543497061989492
0,80,89,fixed continuous c,tail,True,28,0.14661087844688106,0.13131423372374368,8.057958140599884e-05,1.1102230246251565e-13,-34.329783717962606,34.334899266389506,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.002477194632047668
0,80,121,fixed continuous c,deep,True,0,0.10313329445520544,0.10313329445520544,1.000000000000024,6.59472476627343e-13,-28.13207766833631,44.36706056770953,0.0,1.0,1.0,False,0.0,1.0,1.0,False,7.117491449686583
0,80,121,fixed continuous c,edge,True,20,0.10313329445520544,0.10313329445520544,0.9999999618456109,4.36206626375224e-12,-35.240104843391244,37.259033392654594,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.009464312786063078
0,80,121,fixed continuous c,knee,True,25,0.10313329445520544,0.10313329445520544,0.47706684115542153,8.748557434046234e-13,-35.797691079012736,36.7014471570331,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.02518880214523833
0,80,121,fixed continuous c,tail,True,28,0.10313329445520544,0.10313329445520544,8.057958140599884e-05,1.1102230246251565e-13,-36.247006552537584,36.25213168350825,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.0024819859039283587
1,10,7,fixed continuous c,deep,False,,0.43808795537614503,0.4347003574166082,,,,,,,,,,,,,
1,10,7,fixed continuous c,edge,False,,0.43808795537614503,0.4347003574166082,,,,,,,,,,,,,
1,10,7,fixed continuous c,knee,True,2,0.43808795537614503,0.4347003574166082,0.6636960386631646,2.6645352591003757e-13,-89.54068341475741,91.81186065453275,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.4718925812245004
1,10,7,fixed continuous c,tail,True,4,0.43808795537614503,0.4347003574166082,0.0003675269889528861,1.1102230246251565e-13,-90.58878499623879,90.76375907305138,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.08711951141734017
1,10,10,fixed continuous c,deep,False,,0.2711650363416607,0.30183771579579805,,,,,,,,,,,,,
1,10,10,fixed continuous c,edge,False,,0.2711650363416607,0.30183771579579805,,,,,,,,,,,,,
1,10,10,fixed continuous c,knee,True,2,0.2711650363416607,0.30183771579579805,0.6636960386631646,2.6645352591003757e-13,-93.07576624573781,95.36511309920238,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.4809773880691207
1,10,10,fixed continuous c,tail,True,4,0.2711650363416607,0.30183771579579805,0.0003675269889528861,1.1102230246251565e-13,-94.12989744112491,94.31098190381528,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.09017470435622407
1,10,14,fixed continuous c,deep,False,,0.1828690473604146,0.2145227037909517,,,,,,,,,,,,,
1,10,14,fixed continuous c,edge,False,,0.1828690473604146,0.2145227037909517,,,,,,,,,,,,,
1,10,14,fixed continuous c,knee,True,2,0.1828690473604146,0.2145227037909517,0.6636960386631646,2.6645352591003757e-13,-96.38709652551658,98.68862759939186,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.48706949827447066
1,10,14,fixed continuous c,tail,True,4,0.1828690473604146,0.2145227037909517,0.0003675269889528861,1.1102230246251565e-13,-97.44527593845771,97.63044818645074,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.09221859700756227
1,10,22,fixed continuous c,deep,False,,0.11213025087859126,0.13484346710456716,,,,,,,,,,,,,
1,10,22,fixed continuous c,edge,False,,0.11213025087859126,0.13484346710456716,,,,,,,,,,,,,
1,10,22,fixed continuous c,knee,True,2,0.11213025087859126,0.13484346710456716,0.6636960386631646,2.6645352591003757e-13,-100.84411035697006,103.15696324189163,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.49273040379761557
1,10,22,fixed continuous c,tail,True,4,0.11213025087859126,0.13484346710456716,0.0003675269889528861,1.1102230246251565e-13,-101.90604013106065,102.09503346780104,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.09412914138124584
1,10,34,fixed continuous c,deep,False,,0.07139860717907029,0.08505724384445562,,,,,,,,,,,,,
1,10,34,fixed continuous c,edge,False,,0.07139860717907029,0.08505724384445562,,,,,,,,,,,,,
1,10,34,fixed continuous c,knee,True,2,0.07139860717907029,0.08505724384445562,0.6636960386631646,2.6645352591003757e-13,-105.16200930932881,107.48204343458293,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.49632102396389965
1,10,34,fixed continuous c,tail,True,4,0.07139860717907029,0.08505724384445562,0.0003675269889528861,1.1102230246251565e-13,-106.22631251468238,106.41774022922937,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.09534633028453844
1,10,50,fixed continuous c,deep,False,,0.04821122793726586,0.055525694019826856,,,,,,,,,,,,,
1,10,50,fixed continuous c,edge,False,,0.04821122793726586,0.055525694019826856,,,,,,,,,,,,,
1,10,50,fixed continuous c,knee,True,2,0.04821122793726586,0.055525694019826856,0.6636960386631646,2.6645352591003757e-13,-109.00865828069499,111.3329926821346,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.4984711620566492
1,10,50,fixed continuous c,tail,True,4,0.04821122793726586,0.055525694019826856,0.0003675269889528861,1.1102230246251565e-13,-110.07438149757009,110.2672694652595,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.09607645685575268
1,10,66,fixed continuous c,deep,False,,0.036416911846475636,0.04019707360680809,,,,,,,,,,,,,
1,10,66,fixed continuous c,edge,False,,0.036416911846475636,0.04019707360680809,,,,,,,,,,,,,
1,10,66,fixed continuous c,knee,True,2,0.036416911846475636,0.04019707360680809,0.6636960386631646,2.6645352591003757e-13,-111.78828654728265,114.11486520328192,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.49959328933646574
1,10,66,fixed continuous c,tail,True,4,0.036416911846475636,0.04019707360680809,0.0003675269889528861,1.1102230246251565e-13,-112.85475066570096,113.04840108486361,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.09645768259237127
1,10,98,fixed continuous c,deep,False,,0.02446440952292583,0.02446440952292583,,,,,,,,,,,,,
1,10,98,fixed continuous c,edge,False,,0.02446440952292583,0.02446440952292583,,,,,,,,,,,,,
1,10,98,fixed continuous c,knee,True,2,0.02446440952292583,0.02446440952292583,0.6636960386631646,2.6645352591003757e-13,-115.75811159710717,118.08700239558387,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.5007493605751848
1,10,98,fixed continuous c,tail,True,4,0.02446440952292583,0.02446440952292583,0.0003675269889528861,1.1102230246251565e-13,-116.82533899625558,117.01977499643546,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.09685047310098736
1,20,11,fixed continuous c,deep,True,0,0.6513781500326727,0.35025567467305657,0.9999999999998671,4.518607710224387e-13,-23.41959285620294,166.91798043366828,0.0,1.0,1.0,True,0.0,1.0,1.0,True,70.7491937887328
1,20,11,fixed continuous c,edge,True,2,0.6513781500326727,0.35025567467305657,0.9999997402388618,4.4853010194856324e-13,-93.90176066022171,96.4358126296495,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.26702624447503576
1,20,11,fixed continuous c,knee,True,5,0.6513781500326727,0.35025567467305657,0.7637038251827604,5.095923683029469e-13,-94.4209047513546,95.91666853851662,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.01582193160174905
1,20,11,fixed continuous c,tail,True,8,0.6513781500326727,0.35025567467305657,2.531748038119955e-05,1.1102230246251565e-13,-95.15064666272346,95.18692662714776,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.01811466473176709
1,20,14,fixed continuous c,deep,True,0,0.426349557924014,0.27622263317158824,0.9999999999998671,4.518607710224387e-13,-25.796821576856345,169.29521085569982,0.0,1.0,1.0,True,0.0,1.0,1.0,True,70.74919463942186
1,20,14,fixed continuous c,edge,True,2,0.426349557924014,0.27622263317158824,0.9999997402388618,4.4853010194856324e-13,-96.2789856569906,98.81304677556555,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.2670308190486175
1,20,14,fixed continuous c,knee,True,5,0.426349557924014,0.27622263317158824,0.7637038251827604,5.095923683029469e-13,-96.7850113318709,98.30702110068525,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.002698940775590297
1,20,14,fixed continuous c,tail,True,8,0.426349557924014,0.27622263317158824,2.531748038119955e-05,1.1102230246251565e-13,-97.52755601377909,97.56447641877706,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.018434885018609435
1,20,18,fixed continuous c,deep,True,0,0.29870187555862043,0.21685835051929467,0.9999999999998671,4.518607710224387e-13,-28.276018559672103,171.77440959241224,0.0,1.0,1.0,True,0.0,1.0,1.0,True,70.7491955163702
1,20,18,fixed continuous c,edge,True,2,0.29870187555862043,0.21685835051929467,0.9999997402388618,4.4853010194856324e-13,-98.75817740576487,101.29225074631948,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.2670369300384512
1,20,18,fixed continuous c,knee,True,5,0.29870187555862043,0.21685835051929467,0.7637038251827604,5.095923683029469e-13,-99.25395713328044,100.79647101880391,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.007553117578982915
1,20,18,fixed continuous c,tail,True,8,0.29870187555862043,0.21685835051929467,2.531748038119955e-05,1.1102230246251565e-13,-100.00653979880259,100.04388835328176,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.018648959759206298
1,20,26,fixed continuous c,deep,True,0,0.19111943227941122,0.15320663891874886,0.9999999999998671,4.518607710224387e-13,-31.915730267853277,175.41412350526377,0.0,1.0,1.0,True,0.0,1.0,1.0,True,70.74919661870538
1,20,26,fixed continuous c,edge,True,2,0.19111943227941122,0.15320663891874886,0.9999997402388618,4.4853010194856324e-13,-102.39788119631956,104.9319725767975,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.26704595000011433
1,20,26,fixed continuous c,knee,True,5,0.19111943227941122,0.15320663891874886,0.7637038251827604,5.095923683029469e-13,-102.88280623200932,104.44704754110775,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.018416829366457832
1,20,26,fixed continuous c,tail,True,8,0.19111943227941122,0.15320663891874886,2.531748038119955e-05,1.1102230246251565e-13,-103.64604732392532,103.68380644919175,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.018854245152836614
1,20,38,fixed continuous c,deep,True,0,0.12588706335295072,0.10782844862563387,0.9999999999998671,4.518607710224387e-13,-35.69050514604144,179.18890011404463,0.0,1.0,1.0,True,0.0,1.0,1.0,True,70.74919748400171
1,20,38,fixed continuous c,edge,True,2,0.12588706335295072,0.10782844862563387,0.9999997402388618,4.4853010194856324e-13,-106.17264906839922,108.70675619168684,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.2670538214049474
1,20,38,fixed continuous c,knee,True,5,0.12588706335295072,0.10782844862563387,0.7637038251827604,5.095923683029469e-13,-106.64985203634441,108.22955322374165,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.02614676851586306
1,20,38,fixed continuous c,tail,True,8,0.12588706335295072,0.10782844862563387,2.531748038119955e-05,1.1102230246251565e-13,-107.42068735610536,107.4587179039807,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.018989956457283994
1,20,54,fixed continuous c,deep,True,0,0.08707367496215551,0.07851655247832313,0.9999999999998671,4.518607710224387e-13,-39.20168710834624,182.700083244971,0.0,1.0,1.0,True,0.0,1.0,1.0,True,70.74919806831252
1,20,54,fixed continuous c,edge,True,2,0.08707367496215551,0.07851655247832313,0.9999997402388618,4.4853010194856324e-13,-109.68382597356741,112.21794437974985,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.26705946285235505
1,20,54,fixed continuous c,knee,True,5,0.08707367496215551,0.07851655247832313,0.7637038251827604,5.095923683029469e-13,-110.1560254396406,111.74574491367666,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.031155911835273886
1,20,54,fixed continuous c,tail,True,8,0.08707367496215551,0.07851655247832313,2.531748038119955e-05,1.1102230246251565e-13,-110.9317859251299,110.96998442818736,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.019073934048351344
1,20,70,fixed continuous c,deep,True,0,0.06669636307888055,0.06252089592791402,0.9999999999998671,4.518607710224387e-13,-41.802988453455555,185.30138524001063,0.0,1.0,1.0,True,0.0,1.0,1.0,True,70.74919839327767
1,20,70,fixed continuous c,edge,True,2,0.06669636307888055,0.06252089592791402,0.9999997402388618,4.4853010194856324e-13,-112.28512440369697,114.81924928976922,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.2670627027972641
1,20,70,fixed continuous c,knee,True,5,0.06669636307888055,0.06252089592791402,0.7637038251827604,5.095923683029469e-13,-112.75458351250008,114.34979018096611,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.033899509050256404
1,20,70,fixed continuous c,tail,True,8,0.06669636307888055,0.06252089592791402,2.531748038119955e-05,1.1102230246251565e-13,-113.5330428352118,113.57133085825438,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.019118694040915242
1,20,102,fixed continuous c,deep,True,0,0.04550717197563582,0.04550717197563582,0.9999999999998671,4.518607710224387e-13,-45.58669107389787,189.0850885586705,0.0,1.0,1.0,True,0.0,1.0,1.0,True,70.74919874238644
1,20,102,fixed continuous c,edge,True,2,0.04550717197563582,0.04550717197563582,0.9999997402388618,4.4853010194856324e-13,-116.06882381600803,118.60295581656032,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.2670662600372855
1,20,102,fixed continuous c,knee,True,5,0.04550717197563582,0.04550717197563582,0.7637038251827604,5.095923683029469e-13,-116.53535791934942,118.13642171321894,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.03682807175200098
1,20,102,fixed continuous c,tail,True,8,0.04550717197563582,0.04550717197563582,2.531748038119955e-05,1.1102230246251565e-13,-117.31669895946744,117.35508067310091,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.01916553933635821
1,40,17,fixed continuous c,deep,True,0,1.3222026203960822,0.35542269138431365,1.000000000000026,4.696243394164412e-13,-27.71360882901079,171.21485415316695,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75062266207804
1,40,17,fixed continuous c,edge,True,8,1.3222026203960822,0.35542269138431365,0.9999992848741911,4.5297099404706387e-13,-98.44388378476302,100.48457919741472,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.020348421451655274
1,40,17,fixed continuous c,knee,True,12,1.3222026203960822,0.35542269138431365,0.32138635596501286,1.588729148238599e-12,-99.2513295866124,99.67713339556533,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.10848445148855224
1,40,17,fixed continuous c,tail,True,14,1.3222026203960822,0.35542269138431365,0.00049516633718097,1.1102230246251565e-13,-99.45822544800656,99.47023753417118,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.005510876745132097
1,40,20,fixed continuous c,deep,True,0,0.8043480593051372,0.30182859611000074,1.000000000000026,4.696243394164412e-13,-29.31918018349591,172.82042557707842,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75062269679123
1,40,20,fixed continuous c,edge,True,8,0.8043480593051372,0.30182859611000074,0.9999992848741911,4.5297099404706387e-13,-100.04945459046706,102.09015117010728,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.020349004945915294
1,40,20,fixed continuous c,knee,True,12,0.8043480593051372,0.30182859611000074,0.32138635596501286,1.588729148238599e-12,-100.83360173040315,101.3060040301712,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.08518520608099511
1,40,20,fixed continuous c,tail,True,14,0.8043480593051372,0.30182859611000074,0.00049516633718097,1.1102230246251565e-13,-101.06370730999744,101.0758984505769,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.005600403952552105
1,40,24,fixed continuous c,deep,True,0,0.5448288348196342,0.25489372237484,1.000000000000026,4.696243394164412e-13,-31.124134413390593,174.6253799279638,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75062275728656
1,40,24,fixed continuous c,edge,True,8,0.5448288348196342,0.25489372237484,0.9999992848741911,4.5297099404706387e-13,-101.85440732062038,103.89510702073399,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.0203505651826118
1,40,24,fixed continuous c,knee,True,12,0.5448288348196342,0.25489372237484,0.32138635596501286,1.588729148238599e-12,-102.62019764793197,103.1293166934224,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.06682683321980831
1,40,24,fixed continuous c,tail,True,14,0.5448288348196342,0.25489372237484,0.00049516633718097,1.1102230246251565e-13,-102.8686013667074,102.88091297464698,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.005660637632615755
1,40,32,fixed continuous c,deep,True,0,0.34357334213371016,0.19902853345040342,1.000000000000026,4.696243394164412e-13,-33.98108243879747,177.48232817712355,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75062286916301
1,40,32,fixed continuous c,edge,True,8,0.34357334213371016,0.19902853345040342,0.9999992848741911,4.5297099404706387e-13,-104.711347245597,106.75206337032402,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.02035877748932291
1,40,32,fixed continuous c,knee,True,12,0.34357334213371016,0.19902853345040342,0.32138635596501286,1.588729148238599e-12,-105.45706459189051,106.0063460240305,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.04674563989501235
1,40,32,fixed continuous c,tail,True,14,0.34357334213371016,0.19902853345040342,0.00049516633718097,1.1102230246251565e-13,-105.72548918930394,105.73792142661708,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.00572095231938679
1,40,44,fixed continuous c,deep,True,0,0.22751938341655356,0.15460900944203404,1.000000000000026,4.696243394164412e-13,-37.15615797151399,180.65740394483734,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75062298666164
1,40,44,fixed continuous c,edge,True,8,0.22751938341655356,0.15460900944203404,0.9999992848741911,4.5297099404706387e-13,-107.886409594275,109.92715232207632,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.020372079026469536
1,40,44,fixed continuous c,knee,True,12,0.22751938341655356,0.15460900944203404,0.32138635596501286,1.588729148238599e-12,-108.61715504859419,109.19640686775713,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.03176044638353698
1,40,44,fixed continuous c,tail,True,14,0.22751938341655356,0.15460900944203404,0.00049516633718097,1.1102230246251565e-13,-108.90052236729146,108.91303954905986,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.005763424547015938
1,40,60,fixed continuous c,deep,True,0,0.15931487139186154,0.1233755633428119,1.000000000000026,4.696243394164412e-13,-40.25971057557101,183.7609567389584,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75062308169367
1,40,60,fixed continuous c,edge,True,8,0.15931487139186154,0.1233755633428119,0.9999992848741911,4.5297099404706387e-13,-110.98994894304819,113.03071837148123,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.020385429342334338
1,40,60,fixed continuous c,knee,True,12,0.15931487139186154,0.1233755633428119,0.32138635596501286,1.588729148238599e-12,-111.71054552701456,112.31012178751486,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.021598225714856423
1,40,60,fixed continuous c,tail,True,14,0.15931487139186154,0.1233755633428119,0.00049516633718097,1.1102230246251565e-13,-112.00404731642092,112.0166199981085,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.005791174506605057
1,40,76,fixed continuous c,deep,True,0,0.12329385424269555,0.10535087223534938,1.000000000000026,4.696243394164412e-13,-42.63138910784299,186.13263538823549,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75062314019623
1,40,76,fixed continuous c,edge,True,8,0.12329385424269555,0.10535087223534938,0.9999992848741911,4.5297099404706387e-13,-113.36161827931403,115.40240621676446,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.020394683851031714
1,40,76,fixed continuous c,knee,True,12,0.12329385424269555,0.10535087223534938,0.32138635596501286,1.588729148238599e-12,-114.07646739730983,114.68755709876866,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.015841505235596465
1,40,76,fixed continuous c,tail,True,14,0.12329385424269555,0.10535087223534938,0.00049516633718097,1.1102230246251565e-13,-114.37571057310964,114.38831392296885,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.0058065085924252436
1,40,108,fixed continuous c,deep,True,0,0.08532953841702574,0.08532953841702574,1.000000000000026,4.696243394164412e-13,-46.16500737140985,189.66625378657966,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75062320758487
1,40,108,fixed continuous c,edge,True,8,0.08532953841702574,0.08532953841702574,0.9999992848741911,4.5297099404706387e-13,-116.89522498772959,118.93603617025991,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.020406306390964413
1,40,108,fixed continuous c,knee,True,12,0.08532953841702574,0.08532953841702574,0.32138635596501286,1.588729148238599e-12,-117.60376515375789,118.22749600423161,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.009520930728151134
1,40,108,fixed continuous c,tail,True,14,0.08532953841702574,0.08532953841702574,0.00049516633718097,1.1102230246251565e-13,-117.90931241456627,117.92194874342323,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.005822998091295134
1,80,30,fixed continuous c,deep,True,0,2.662228398603589,0.38882655968554375,1.0000000000000144,7.998046669399628e-12,-33.34122143899204,176.84276498640773,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75077177370784
1,80,30,fixed continuous c,edge,True,20,2.662228398603589,0.38882655968554375,0.9999997028824833,5.728750807065808e-13,-104.08441939218729,106.0995670332125,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.007574117630118393
1,80,30,fixed continuous c,knee,True,24,2.662228398603589,0.38882655968554375,0.7694001326391181,6.716849298982197e-13,-104.40389274844935,105.78009367695043,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.08129966838857683
1,80,30,fixed continuous c,tail,True,27,2.662228398603589,0.38882655968554375,0.0004854129321973901,1.1102230246251565e-13,-105.09036003042574,105.09362639497404,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.001147769341945611
1,80,33,fixed continuous c,deep,True,0,1.5267787088200322,0.35135318732108684,1.0000000000000144,7.998046669399628e-12,-34.289396391997656,177.7909399403235,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75077177416291
1,80,33,fixed continuous c,edge,True,20,1.5267787088200322,0.35135318732108684,0.9999997028824833,5.728750807065808e-13,-105.032591436486,107.04774489583517,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.007577026792093711
1,80,33,fixed continuous c,knee,True,24,1.5267787088200322,0.35135318732108684,0.7694001326391181,6.716849298982197e-13,-105.34125120428665,106.73908512803452,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.07048317076518262
1,80,33,fixed continuous c,tail,True,27,1.5267787088200322,0.35135318732108684,0.0004854129321973901,1.1102230246251565e-13,-106.03851089426578,106.04182543805538,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.0011718589625961005
1,80,37,fixed continuous c,deep,True,0,0.9989759670806391,0.31648549864361175,1.0000000000000144,7.998046669399628e-12,-35.429142102181146,178.93068565470057,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.7507717762597
1,80,37,fixed continuous c,edge,True,20,0.9989759670806391,0.31648549864361175,0.9999997028824833,5.728750807065808e-13,-106.17233591396436,108.18749184291735,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.0075782615940181985
1,80,37,fixed continuous c,knee,True,24,0.9989759670806391,0.31648549864361175,0.7694001326391181,6.716849298982197e-13,-106.47086571395154,107.88896204293017,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.06035196814980426
1,80,37,fixed continuous c,tail,True,27,0.9989759670806391,0.31648549864361175,0.0004854129321973901,1.1102230246251565e-13,-107.17823341762328,107.18159433925844,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.0011950478853897137
1,80,45,fixed continuous c,deep,True,0,0.61372379837162,0.27113770895530986,1.0000000000000144,7.998046669399628e-12,-37.38287029422528,180.88441386066668,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.7507717832207
1,80,45,fixed continuous c,edge,True,20,0.61372379837162,0.27113770895530986,0.9999997028824833,5.728750807065808e-13,-108.12606382699747,110.1412203278945,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.007578547566032268
1,80,45,fixed continuous c,knee,True,24,0.61372379837162,0.27113770895530986,0.7694001326391181,6.716849298982197e-13,-108.41141952027256,109.85586463461941,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.04717757546569412
1,80,45,fixed continuous c,tail,True,27,0.61372379837162,0.27113770895530986,0.0004854129321973901,1.1102230246251565e-13,-109.13192708260372,109.13535707228824,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.0012295819100580493
1,80,57,fixed continuous c,deep,True,0,0.40362759720384056,0.23076849332113503,1.0000000000000144,7.998046669399628e-12,-39.74802872164409,183.249572310613,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75077179448444
1,80,57,fixed continuous c,edge,True,20,0.40362759720384056,0.23076849332113503,0.9999997028824833,5.728750807065808e-13,-110.49122216502121,112.50637886723587,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.007578648224849105
1,80,57,fixed continuous c,knee,True,24,0.40362759720384056,0.23076849332113503,0.7694001326391181,6.716849298982197e-13,-110.76485707870586,112.23274395355122,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.035456695216432355
1,80,57,fixed continuous c,tail,True,27,0.40362759720384056,0.23076849332113503,0.0004854129321973901,1.1102230246251565e-13,-111.49704998943248,111.5005510428246,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.0012651137638645211
1,80,73,fixed continuous c,deep,True,0,0.28427664741739733,0.19923912929588036,1.0000000000000144,7.998046669399628e-12,-42.22933478547571,185.73087839888098,0.0,1.0,1.0,False,0.0,1.0,1.0,False,70.75077180670263
1,80,73,fixed continuous c,edge,True,20,0.28427664741739733,0.19923912929588036,0.9999997028824833,5.728750807065808e-13,-112.97252776777643,114.98768541658026,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.00757912151944129
1,80,73,fixed continuous c,knee,True,24,0.28427664741739733,0.19923912929588036,0.7694001326391181,6.716849298982197e-13,-113.23698404197033,114.72322914238636,0.0,1.0,1.0,True,0.0,1.0,1.0,True,0.026277582431106783
