n,c,M_n_c,m_knee,parameter_path,P,matched_total_dimension,project_error,augmented_error,project_P_plus_1_error,Boulsane_error,causal_ratio_or_upper_bound,causal_ratio_is_floor_upper_bound,matched_ratio_or_upper_bound,matched_ratio_is_floor_upper_bound,reference_endpoint_absolute_value,augmented_endpoint_absolute_value,augmented_endpoint_absolute_error,project_Rayleigh_residual,augmented_Rayleigh_residual,Boulsane_Rayleigh_residual,augmented_matrix_audit_passed,Boulsane_matrix_audit_passed,case_boundary_explanation_supported
2,40,11,11,fixed continuous c,75,76,0.02126411901187031,3.4033866203042606e-07,0.020987314763968756,0.0007765613471762967,1.6005302728057445e-05,False,1.621639861306712e-05,False,3.4661517560239394,3.4815602794141753,0.015408523390235906,0.11650318646838306,0.0004765598877599378,0.20442666549744673,True,True,True
2,40,11,11,fixed continuous c,107,108,0.01496294864926584,5.798893532027449e-08,0.014825884219991092,0.00038470371681076365,3.875501859930511e-06,False,3.911330647118013e-06,False,3.4661517560239394,3.4737499183751104,0.007598162351170945,0.0984045268389375,0.00019671375736976724,0.18219868626791366,True,True,True
2,80,24,24,fixed continuous c,29,30,0.1512904856977571,0.004879692708045724,0.14135936456300824,0.007407377379163471,0.03225379762342891,False,0.03451976968862713,False,5.802563286084113,6.933262528858794,1.1306992427746811,0.2116463654047687,0.04825404352155942,0.47041361917980384,True,True,True
2,80,24,24,fixed continuous c,32,33,0.1260419968325051,0.0021309699138905014,0.11990588834403887,0.005690672765218674,0.016906824450919386,False,0.017772020568132863,False,5.802563286084113,6.624840235097967,0.8222769490138537,0.20347848791690565,0.031981637886662265,0.44903362272647357,True,True,True
2,80,24,24,fixed continuous c,36,37,0.105299945991082,0.000915747277946799,0.10134430263165345,0.004276792753357461,0.008696559806634231,False,0.009036001572532192,False,5.802563286084113,6.395461670529048,0.5928983844449354,0.19353172157221618,0.020992132006692164,0.41937107065592577,True,True,True
2,80,24,24,fixed continuous c,44,45,0.08104366508433186,0.00025962257260159216,0.07886423837843637,0.00273113273477249,0.003203490023944942,False,0.0032920190182497222,False,5.802563286084113,6.164893632319323,0.3623303462352103,0.17720088978586862,0.01118505985731635,0.3740038414578833,True,True,True
2,80,24,24,fixed continuous c,56,57,0.06126333314153998,6.598740178459517e-05,0.060069981045710874,0.0016430264527347305,0.0010771108655178933,False,0.001098508783187086,False,5.802563286084113,6.013770454814633,0.21120716873052015,0.15900990556388545,0.005640079609570108,0.3292734284829064,True,True,True
2,80,24,24,fixed continuous c,72,73,0.046652431415907525,1.7177390862099795e-05,0.04597575158147155,0.000983569027553144,0.00036819926294865427,False,0.00037361848955662027,False,5.802563286084113,5.926458550162253,0.12389526407813989,0.14175133062067632,0.002877765205814224,0.2927989836145665,True,True,True
2,80,24,24,fixed continuous c,88,89,0.037808365702573954,6.053312544496148e-06,0.0373683198593206,0.000656777594434832,0.00016010510986154698,False,0.00016199049267627961,False,5.802563286084113,5.884397577502058,0.08183429141794463,0.12915945108846713,0.0017083557998621504,0.2631764332003995,True,True,True
2,80,24,24,fixed continuous c,120,121,0.027509005165581413,1.243691937824476e-06,0.027277950686621866,0.0003535100941268188,4.5210356766392724e-05,False,4.5593305454373053e-05,False,5.802563286084113,5.8461162894265835,0.043553003342470475,0.11164060264978697,0.000774355462562664,0.22851790970139035,True,True,True
4,10,1,1,fixed continuous c,6,7,0.06963785592005162,5.419300489112322e-05,0.06122302968661547,0.02687212239384873,0.0007782118529516475,False,0.0008851735232399133,False,2.459210364256834,2.5363609528748623,0.07715058861802815,0.15980462089762895,0.004875475235486942,0.08184300529557927,True,True,True
4,10,1,1,fixed continuous c,9,10,0.04946706692955133,1.0312755265695639e-05,0.045176812878023165,0.015064312501887278,0.00020847719312694607,False,0.00022827540520709043,False,2.459210364256834,2.4990144406313437,0.039804076374509556,0.13853868740725503,0.002126939797252804,0.02477489976586127,True,True,True
4,10,1,1,fixed continuous c,13,14,0.03591238770950517,2.13240778262902e-06,0.0336271001186631,0.008480201819093425,5.9378056393187733e-05,False,6.341337121262888e-05,False,2.459210364256834,2.480424706658072,0.02121434240123765,0.12017205773998416,0.0009671796763498416,0.011032677705890346,True,True,True
4,10,1,1,fixed continuous c,21,22,0.023307207462077317,2.495850613959405e-07,0.022331800729238016,0.0037822964741097698,1.0708492718487844e-05,False,1.1176217467728434e-05,False,2.459210364256834,2.468212493669492,0.009002129412657656,0.09836269609490753,0.00033088898103384053,0.005530381970532603,True,True,True
4,10,1,1,fixed continuous c,33,34,0.015304400615017977,3.0679767282215664e-08,0.014879433273682796,0.0016875398292156008,2.0046369703698213e-06,False,2.0618908474477226e-06,False,2.459210364256834,2.463104137889365,0.0038937736325310723,0.08048615944120469,0.00011601102751892552,0.0030235352537691267,True,True,True
4,10,1,1,fixed continuous c,49,50,0.01050741808434924,4.693312072312494e-09,0.010305683130171717,0.0008112406435590303,4.4666653926173975e-07,False,4.5541008907716076e-07,False,2.459210364256834,2.4610481505025517,0.0018377862457175098,0.06707160321919496,4.5374696356597625e-05,0.0017466325557996994,True,True,True
4,10,1,1,fixed continuous c,65,66,0.008002036818721525,1.2035639707086432e-09,0.007884572764072784,0.0004752333579822188,1.5040720231289e-07,False,1.526479628918969e-07,False,2.459210364256834,2.4602767663736214,0.0010664021167872129,0.058704094250720484,2.2977945131148353e-05,0.0011691613811022096,True,True,True
4,10,1,1,fixed continuous c,97,98,0.005419232999053114,1.7158430232200317e-10,0.005365128698388011,0.00022018311217669728,3.1662100956350015e-08,False,3.1981395408754467e-08,False,2.459210364256834,2.4596996500474853,0.0004892857906511061,0.048455395987421636,8.676338934200965e-06,0.0006561920374637566,True,True,True
4,20,4,4,fixed continuous c,9,10,0.09958625319800507,0.0003533276038709121,0.08946852139310174,0.02797557673655049,0.003547955591505174,False,0.0039491834487627355,False,3.153665291076467,3.3624763209640176,0.20881102988755051,0.1951509847417383,0.013188721358582409,0.39065856058660053,True,True,True
4,20,4,4,fixed continuous c,12,13,0.07473466132698814,8.865119503925767e-05,0.06915587417243324,0.01751096235873678,0.0011862125747968567,False,0.0012819040479224483,False,3.153665291076467,3.274570525671949,0.12090523459548175,0.1753070098198108,0.0066080803927066195,0.320188643294495,True,True,True
4,20,4,4,fixed continuous c,16,17,0.056675783969904636,2.2876237596891613e-05,0.05349590261658105,0.010782386658176435,0.0004036333685130691,False,0.00042762597653228727,False,3.153665291076467,3.2242900073635723,0.0706247162871052,0.1564390914525457,0.0033570276314185575,0.30101314929650524,True,True,True
4,20,4,4,fixed continuous c,24,25,0.03855093567776097,3.3990234140635067e-06,0.037083413380986696,0.005299251358595436,8.816967355799654e-05,False,9.165886050301519e-05,False,3.153665291076467,3.186718560604734,0.03305326952826704,0.13200348023731753,0.001294042264870814,0.15022562796376537,True,True,True
4,20,4,4,fixed continuous c,36,37,0.02618550922485774,4.959453546171666e-07,0.02550681815701461,0.0025349086933909026,1.893968722771176e-05,False,1.9443638621024044e-05,False,3.153665291076467,3.1689966141359074,0.015331323059440294,0.11039533290499118,0.0004942988710143542,0.039999782878163054,True,True,True
4,20,4,4,fixed continuous c,52,53,0.018380002766241965,8.482030955381248e-08,0.01804449724133339,0.001274905272751481,4.614814841573341e-06,False,4.700619164911946e-06,False,3.153665291076467,3.1612360432099154,0.007570752133448266,0.09331042618359431,0.00020441977480842752,0.009481499046979508,True,True,True
4,20,4,4,fixed continuous c,68,69,0.014168875530182479,2.31239704051589e-08,0.013969010308348795,0.0007655402611569939,1.6320257987940057e-06,False,1.655376429304981e-06,False,3.153665291076467,3.158168257795632,0.004502966719164725,0.08230765605719205,0.00010673442181239904,0.0034972986137695237,True,True,True
4,20,4,4,fixed continuous c,100,101,0.009721477285612401,3.5195207859217703e-09,0.009627101381852687,0.0003641511351008542,3.6203559217595387e-07,False,3.6558468082159703e-07,False,3.153665291076467,3.1557864585206783,0.0021211674442112027,0.06850547819710949,4.1640633076127905e-05,0.0013084216325525348,True,True,True
4,40,11,10,fixed continuous c,16,17,0.09519222324970167,0.0008211555174562069,0.08862175832836006,0.006811292366748156,0.008626287835532619,False,0.009265845464425038,False,3.312286108435428,3.636225093168168,0.32393898473273985,0.22719695962575484,0.023911968576442746,0.43648469681507773,True,True,True
4,40,11,10,fixed continuous c,19,20,0.07822298794112426,0.0003028406864055144,0.0739994812064384,0.0038655446114931324,0.003871504967739818,False,0.004092470399362279,False,3.312286108435428,3.5327576847662345,0.2204715763308065,0.21148542284147961,0.014526877975434562,0.40112959781796487,True,True,True
4,40,11,10,fixed continuous c,23,24,0.06390035771670466,0.00010794380968282002,0.06116854746349876,0.002197644636332874,0.0016892520408317159,False,0.0017646946700382836,False,3.312286108435428,3.4596174358638456,0.1473313274284176,0.19522780379165833,0.008674167219191486,0.36159894637582735,True,True,True
4,40,11,10,fixed continuous c,31,32,0.047316891518973,2.3316475193602137e-05,0.04585591207858486,0.0009982797890074613,0.0004927727592640517,False,0.0005084726077118233,False,3.312286108435428,3.3927709566240494,0.08048484818862134,0.17188394248075892,0.004031706152580053,0.31331247142092783,True,True,True
4,40,11,10,fixed continuous c,43,44,0.034335158717717196,4.562762964122058e-06,0.033574766852920934,0.0004592451872688086,0.00013288894341902775,False,0.00013589857478712788,False,3.312286108435428,3.354393277249272,0.04210716881384391,0.14887705626114078,0.001783519384706451,0.27042346652222327,True,True,True
4,40,11,10,fixed continuous c,59,60,0.025240253478681973,9.588071999688808e-07,0.024831076818195297,0.0002292610651752902,3.7987225476110744e-05,False,3.861319454604974e-05,False,3.312286108435428,3.3348992724439555,0.02261316400852742,0.12905503882423905,0.0008175810009846684,0.21676755053538888,True,True,True
4,40,11,10,fixed continuous c,75,76,0.01998379095138081,2.9444528659716696e-07,0.01972755508626156,0.00013844618826086563,1.4734205702688349e-05,False,1.4925584306299627e-05,False,3.312286108435428,3.3264018569295124,0.014115748494084368,0.11553433366454935,0.0004530725176375797,0.2025648093345971,True,True,True
4,40,11,10,fixed continuous c,107,108,0.014125219061121075,5.117482260175166e-08,0.013997188580780917,6.69481985132725e-05,3.622940103110165e-06,False,3.6560786693992346e-06,False,3.312286108435428,3.3193020283998074,0.007015919964379336,0.09777295585175233,0.0001888834551736262,0.09822078186537722,True,True,True
4,80,23,23,fixed continuous c,28,29,0.15069278160001343,0.004924918758296981,0.14082290846487766,0.01625448628452708,0.032681849163613434,False,0.03497242609163476,False,5.71427442868905,6.829444279784588,1.115169851095538,0.21570938766241188,0.04924244100378245,0.47048772455566934,True,True,True
4,80,23,23,fixed continuous c,31,32,0.12560045224557737,0.002147329746700788,0.11950165885574937,0.012893314946882062,0.01709651285731258,False,0.017969037143600097,False,5.71427442868905,6.525548477429615,0.8112740487405645,0.20710399182938544,0.03260883372024547,0.4483202145562434,True,True,True
4,80,23,23,fixed continuous c,35,36,0.1049811226323294,0.0009218534132356959,0.10104754026605473,0.009940448946589797,0.008781135028097015,False,0.009122967375638114,False,5.71427442868905,6.299350193519472,0.5850757648304219,0.1968175534914575,0.02139251871335779,0.41871669713027365,True,True,True
4,80,23,23,fixed continuous c,43,44,0.08085089437481313,0.00026111793254485205,0.07868159692592136,0.006519492531401105,0.0032296233030440803,False,0.0033186658983382646,False,5.71427442868905,6.071858114867515,0.35758368617846514,0.18008808616475414,0.011393099189743567,0.3735429672402528,True,True,True
4,80,23,23,fixed continuous c,55,56,0.06115403710669559,6.63310400215722e-05,0.05996507876487206,0.003992780795693596,0.0010846551292410063,False,0.0011061611422485008,False,5.71427442868905,5.922714032636037,0.2084396039469869,0.1615455969306143,0.005743385262073835,0.32923009687031457,True,True,True
4,80,23,23,fixed continuous c,71,72,0.046591418993016664,1.7261576611637963e-05,0.04591667408861966,0.0024152882716451662,0.00037048832134143,False,0.0003759326422101684,False,5.71427442868905,5.836542438303541,0.12226800961449058,0.14399128153403465,0.0029300256480584825,0.29063706050666716,True,True,True
4,80,23,23,fixed continuous c,87,88,0.0377704161488584,6.082102308013759e-06,0.03733138930102142,0.0016209899358519686,0.0001610282048268507,False,0.00016292193839802653,False,5.71427442868905,5.795031940721281,0.08075751203223103,0.13119465394347166,0.0017392538910139981,0.26331531169135725,True,True,True
4,80,23,23,fixed continuous c,119,120,0.02749156379003126,1.2494447607092063e-06,0.02726088741864452,0.0008765454897664005,4.544829716679371e-05,False,4.583287189156852e-05,False,5.71427442868905,5.757253128043383,0.042978699354333294,0.11339826995301235,0.0007883095630344604,0.22805059486024754,True,True,True
