record_type,n,c,M_n_c,m_knee,parameter_path,path,N,epsilon_over_pi,omega,h,e_lambda,e_Rayleigh,Gamma,next_zero_normalized,half_mesh_scaled,matrix_audit_passed,Rayleigh_fit_slope,Rayleigh_fit_reported,Rayleigh_fit_compatible,oracle_deviation_from_half_mesh,oracle_absolute_deviation_over_h,oracle_O_h_support_case
oracle_diagnostic,0,80,25,25,fixed continuous c,oracle,121,0.49854579728445353,0.21002123117258273,0.008247514461870869,-8.881784197001252e-16,,,,,True,,,,-0.004568512567991068,0.5539259845025776,True
oracle_diagnostic,1,10,2,2,fixed continuous c,oracle,7,0.5277902514723197,0.40953082484068476,0.12865790307380637,6.661338147750939e-16,,,,,True,,,,0.08730564986685274,0.6785875393660711,True
oracle_diagnostic,1,10,2,2,fixed continuous c,oracle,10,0.5193484642204449,0.29567200145944444,0.09288809876571813,-1.1102230246251565e-16,,,,,True,,,,0.060784993053194514,0.6543894628148876,True
oracle_diagnostic,1,10,2,2,fixed continuous c,oracle,14,0.5138570720958044,0.21563970707117888,0.06774521195570705,3.3306690738754696e-16,,,,,True,,,,0.04353327589644329,0.6426029920004689,True
oracle_diagnostic,1,10,2,2,fixed continuous c,oracle,22,0.5088780384037853,0.13987234818372632,0.04394219414943482,-5.551115123125783e-16,,,,,True,,,,0.02789118022762005,0.6347243410916198,True
oracle_diagnostic,1,10,2,2,fixed continuous c,oracle,34,0.5057810881125617,0.09158765433974983,0.02877311020332794,-2.220446049250313e-16,,,,,True,,,,0.0181618239441792,0.6312082293445836,True
oracle_diagnostic,1,10,2,2,fixed continuous c,oracle,50,0.5039489090065542,0.06271721417544099,0.019703193930718305,-1.1102230246251565e-16,,,,,True,,,,0.012405863524685312,0.6296371831037975,True
oracle_diagnostic,1,10,2,2,fixed continuous c,oracle,66,0.5029992681656842,0.047685141415277604,0.014980728995562652,0.0,,,,,True,,,,0.009422478835459325,0.6289733188718852,True
oracle_diagnostic,1,10,2,2,fixed continuous c,oracle,98,0.5020255451612088,0.03223337759014064,0.01012641422375717,0.0,,,,,True,,,,0.006363437797967775,0.6283999110997032,True
oracle_diagnostic,1,20,6,5,fixed continuous c,oracle,11,0.5608687935908195,0.5391659757685618,0.08469199342700431,-2.220446049250313e-16,,,,,True,,,,0.191224954777792,2.257887045044087,True
oracle_diagnostic,1,20,6,5,fixed continuous c,oracle,14,0.5463937077824338,0.4303308782692588,0.06759621628917735,-2.220446049250313e-16,,,,,True,,,,0.14575013154208571,2.1561877209009017,True
oracle_diagnostic,1,20,6,5,fixed continuous c,oracle,18,0.5355354537225117,0.33892583737972093,0.053238346041195005,0.0,,,,,True,,,,0.11163792035662268,2.0969456915554625,True
oracle_diagnostic,1,20,6,5,fixed continuous c,oracle,26,0.5243948440905195,0.23778471700309906,0.0373511360036432,-2.220446049250313e-16,,,,,True,,,,0.07663866298024447,2.0518428936878705,True
oracle_diagnostic,1,20,6,5,fixed continuous c,oracle,38,0.5166691356497115,0.16422253947899734,0.02579601617905389,-6.661338147750939e-16,,,,,True,,,,0.05236763409882528,2.030066725626699,True
oracle_diagnostic,1,20,6,5,fixed continuous c,oracle,54,0.511743358145474,0.11625413573066218,0.01826115693804395,-3.3306690738754696e-16,,,,,True,,,,0.03689284767829504,2.020290817469248,True
oracle_diagnostic,1,20,6,5,fixed continuous c,oracle,70,0.5090705475316657,0.08997074630808982,0.0141325717819743,1.1102230246251565e-16,,,,,True,,,,0.02849596548951805,2.0163326200730043,True
oracle_diagnostic,1,20,6,5,fixed continuous c,oracle,102,0.5062362664067355,0.06195459250848547,0.00973180463404036,-2.220446049250313e-16,,,,,True,,,,0.019591808729228832,2.013173246480893,True
oracle_diagnostic,1,40,12,12,fixed continuous c,oracle,17,0.4453129982896404,0.719624483874632,0.056519174797097255,-2.7200464103316335e-15,,,,,True,,,,-0.17180428282011828,3.0397521449471325,True
oracle_diagnostic,1,40,12,12,fixed continuous c,oracle,20,0.4566997424337157,0.6149482740665755,0.048297924503631906,1.3322676295501878e-15,,,,,True,,,,-0.1360317710687846,2.816513803994938,True
oracle_diagnostic,1,40,12,12,fixed continuous c,oracle,24,0.4655359143428245,0.5151902307282142,0.04046294610142471,1.4432899320127035e-15,,,,,True,,,,-0.10827211831327199,2.6758337873341285,True
oracle_diagnostic,1,40,12,12,fixed continuous c,oracle,32,0.4751194536674126,0.38908502272675755,0.03055866622550498,3.3306690738754696e-16,,,,,True,,,,-0.07816454157575703,2.5578518708555107,True
oracle_diagnostic,1,40,12,12,fixed continuous c,oracle,44,0.48224981518750987,0.28464116845168236,0.022355665092925504,8.881784197001252e-16,,,,,True,,,,-0.0557638502067801,2.4943945964026217,True
